name,matched_airport_name,matched_city,matched_country,iata,lat,lon,match_method,role
ST ETIENNE,Saint-Etienne-Boutheon Airport,Saint-Etienne,FR,EBU,45.5407,4.2957,manual_override,destination
ST JOHNS,St Johns Industrial Air Park,St Johns,US,SJN,34.518556,-109.37875,city_match_single,destination
ST KITTS,Robert L. Bradshaw International Airport,Basseterre,KN,SKB,17.3111,-62.7186,manual_override,destination
ST LOUIS (LAMBERT),St Louis Lambert International Airport,St Louis,US,STL,38.748698,-90.370026,city_multi_qualifier(0.61),destination
ST LUCIA (HEWANORRA),Hewanorra International Airport,Vieux Fort,LC,UVF,13.7332,-60.9526,manual_override,destination
STANSTED,London Stansted Airport,London,GB,STN,51.886,0.2389,manual_override,destination
STAVANGER,Stavanger Airport Sola,Stavanger,NO,SVG,58.8767,5.63778,city_match_single,destination
STOCKHOLM (ARLANDA),Stockholm-Arlanda Airport,Stockholm,SE,ARN,59.6519,17.9186,city_multi_qualifier(0.74),destination
STRASBOURG,Strasbourg Airport,Strasbourg,FR,SXB,48.5383,7.62823,city_match_single,destination
STUTTGART,Stuttgart Airport,Stuttgart,DE,STR,48.6899,9.22196,city_multi_noqualifier_guess,destination
SUCEAVA,Suceava Stefan cel Mare Airport,Suceava,RO,SCV,47.6875,26.3541,city_match_single,destination
SULAYMANIYAH INT,Sulaymaniyah International Airport,Sulaymaniyah,IQ,ISU,35.56175,45.31674,city_match_single,destination
SUMBURGH,Sumburgh Airport,Sumburgh,GB,LSI,59.8788,-1.2956,manual_override,destination
SYDNEY,Sydney Kingsford Smith International Airport,Sydney,AU,SYD,-33.9461,151.177,city_multi_noqualifier_guess,destination
SYLHET,Osmany International Airport,Sylhet,BD,ZYL,24.9632,91.8668,city_match_single,destination
SZCZECIN (GOLENOW),Szczecin-Goleniow Airport,Szczecin,PL,SZZ,53.5847,14.9022,manual_override,destination
SZYMANY (MAZURY),Olsztyn-Mazury Airport,Szymany,PL,SZY,53.48194,20.93778,city_match_single,destination
TABA,Taba International Airport,Taba,EG,TCP,29.5878,34.7781,city_match_single,destination
TAIPEI,Taiwan Taoyuan International Airport,Taipei,TW,TPE,25.0777,121.233,city_match_single,destination
TALLIN,Tallinn Airport,Tallinn,EE,TLL,59.4133,24.8328,manual_override,destination
TAMPA,Tampa International Airport,Tampa,US,TPA,27.975469,-82.533248,city_multi_noqualifier_guess,destination
TAMPERE,Tampere-Pirkkala Airport,Tampere / Pirkkala,FI,TMP,61.4141,23.6044,city_match_single,destination
TANGIERS (IBN BATUTA),Ibn Batouta Airport,Tangier,MA,TNG,35.7269,-5.9169,manual_override,destination
TARBES-LOURDES INTERNATIONAL,Tarbes-Lourdes-Pyrenees Airport,Tarbes,FR,LDE,43.1787,0.0064,manual_override,destination
TASHKENT,Tashkent International Airport,Tashkent,UZ,TAS,41.2579,69.2812,city_match_single,destination
TATRY-POPRAD,Poprad-Tatry Airport,Poprad,SK,TAT,49.0736,20.2411,city_match_single,destination
TBILISI,Tbilisi International Airport,Tbilisi,GE,TBS,41.6692,44.9547,city_match_single,destination
TEESSIDE INTERNATIONAL AIRPORT,Teesside International Airport,Darlington,GB,MME,54.5092,-1.4294,manual_correction,destination
TEHRAN IMAM KHOMEINI,Imam Khomeini International Airport,Tehran,IR,IKA,35.4161,51.1522,city_multi_noqualifier_guess,destination
TEL AVIV,Ben Gurion International Airport,Tel Aviv,IL,TLV,32.0114,34.8867,city_match_single,destination
TENERIFE (SURREINA SOFIA),Tenerife South Airport,Tenerife Island,ES,TFS,28.0445,-16.5725,city_multi_qualifier(0.33),destination
TETERBORO,Teterboro Airport,Teterboro,US,TEB,40.850102,-74.060833,city_match_single,destination
TETOUAN,Tetouan Sania Ramel Airport,Tetouan,MA,TTU,35.5944,-5.32,manual_override,destination
THIRA (SANTORINI),Santorini (Thira) National Airport,Santorini,GR,JTR,36.3992,25.4793,manual_override,destination
TIANJIN,Tianjin Binhai International Airport,Tianjin,CN,TSN,39.1244,117.346,city_match_single,destination
TIMISOARA,Timisoara Traian Vuia Airport,Timisoara,RO,TSR,45.8099,21.3379,city_match_single,destination
TIRANA,Tirana International Airport Mother Teresa,Tirana,AL,TIA,41.4147,19.7206,city_match_single,destination
TIRGU MURES,Targu Mures Transilvania Airport,Targu Mures,RO,TGM,46.4677,24.4125,manual_override,destination
TIVAT,Tivat Airport,Tivat,ME,TIV,42.4047,18.7233,city_match_single,destination
TOBAGO,A.N.R. Robinson International Airport,Scarborough,TT,TAB,11.1497,-60.8322,manual_override,destination
TOKYO (HANEDA),Narita International Airport,Tokyo,JP,NRT,35.7647,140.386,city_multi_qualifier(0.24),destination
TOKYO (NARITA),Narita International Airport,Tokyo,JP,NRT,35.7647,140.386,city_multi_qualifier(0.65),destination
TORONTO,Billy Bishop Toronto City Airport,Toronto,CA,YTZ,43.6275,-79.3962,city_match_single,destination
TOULON / HYERES,Toulon-Hyeres Airport,Toulon/Hyeres/Le Palyvestre,FR,TLN,43.0973,6.14603,city_match_single,destination
TOULOUSE (BLAGNAC),Toulouse-Blagnac Airport,Toulouse/Blagnac,FR,TLS,43.6291,1.36382,city_match_single,destination
TOURS,Tours-Val-de-Loire Airport,Tours/Val de Loire (Loire Valley),FR,TUF,47.4322,0.72761,city_match_single,destination
TRAPANI,Trapani / Birgi Airport,Trapani,IT,TPS,37.9114,12.488,city_match_single,destination
TREVISO,Treviso / Sant'Angelo Airport,Treviso,IT,TSF,45.6484,12.1944,city_match_single,destination
TRIESTE (RONCHI DEI LEGIONARI),Trieste / Ronchi Dei Legionari,Trieste,IT,TRS,45.8275,13.4722,city_match_single,destination
TROMSOE,Tromso Airport,Tromso,NO,TOS,69.6833,18.9189,manual_override,destination
TRONDHEIM (VAERNES),Trondheim Airport Vaernes,Trondheim,NO,TRD,63.4578,10.924,city_match_single,destination
TUNIS,Tunis Carthage International Airport,Tunis,TN,TUN,36.851,10.2272,city_match_single,destination
TURIN,Turin Airport,Turin,IT,TRN,45.2008,7.6497,manual_override,destination
TUZLA,Tuzla International Airport,Tuzla,BA,TZL,44.4587,18.7248,city_match_single,destination
VAGAR,Vagar Airport,Vagar,FO,FAE,62.0636,-7.27722,city_match_single,destination
VALENCIA,Arturo Michelena International Airport,Valencia,VE,VLN,10.14973,-67.9284,city_multi_noqualifier_guess,destination
VALLADOLID,Valladolid Airport,Valladolid,ES,VLL,41.7061,-4.85194,city_match_single,destination
VANCOUVER,Vancouver Harbour Airport,Vancouver,CA,CXH,49.28333,-123.1,city_match_single,destination
VANNES-MEUCON,Vannes-Meucon Airport,Vannes/Meucon,FR,VNE,47.7233,-2.71856,city_match_single,destination
VARNA,Varna Airport,Varna,BG,VAR,43.2321,27.8251,city_match_single,destination
VASTERAS,Stockholm Vasteras Airport,Stockholm / Vasteras,SE,VST,59.5894,16.6336,city_match_single,destination
VAXJO,Vaxjo Kronoberg Airport,Vaxjo,SE,VXO,56.9291,14.728,city_match_single,destination
VENICE,Venice Municipal Airport,Venice,US,VNC,27.071268,-82.440033,city_match_single,destination
VERONA VILLAFRANCA,Verona / Villafranca Airport,Verona,IT,VRN,45.3957,10.8885,city_match_single,destination
VIENNA,Vienna International Airport,Vienna,AT,VIE,48.1103,16.5697,city_match_single,destination
VIGO,Vigo Airport,Vigo,ES,VGO,42.2318,-8.62677,city_match_single,destination
VILLA CISNEROS W SAHARA,Dakhla Airport,Dakhla,EH,VIL,23.7183,-15.932,manual_override,destination
VILNIUS,Vilnius International Airport,Vilnius,LT,VNO,54.6341,25.2858,city_match_single,destination
VITORIA,Eurico de Aguiar Salles Airport,Vitoria,BR,VIX,-20.25806,-40.28639,city_match_single,destination
WARSAW (CHOPIN),Warsaw Chopin Airport,Warsaw,PL,WAW,52.1657,20.9671,city_multi_qualifier(0.74),destination
WARSAW (MODLIN MASOVIA),Warsaw Modlin Airport,Warsaw,PL,WMI,52.4511,20.6518,city_multi_qualifier(0.81),destination
WASHINGTON (DULLES),Washington Dulles International Airport,Washington,US,IAD,38.947456,-77.459929,city_multi_qualifier(0.57),destination
WROCLAW,Wroclaw Copernicus Airport,Wroclaw,PL,WRO,51.1027,16.8858,manual_override,destination
WUHAN TIANHE INTERNATIONAL,Wuhan Tianhe International Airport,Wuhan,CN,WUH,30.7838,114.208,city_match_single,destination
XIAN XIANYANG,Xi'an Xianyang International Airport,Xianyang,CN,XIY,34.4471,108.752,city_match_single,destination
YEREVAN,Zvartnots International Airport,Yerevan,AM,EVN,40.1473,44.3959,city_match_single,destination
ZADAR,Zemunik Airport,Zadar,HR,ZAD,44.1083,15.3467,city_match_single,destination
ZAGREB,Zagreb Airport,Zagreb,HR,ZAG,45.7429,16.0688,city_match_single,destination
ZAKINTHOS,Zakynthos International Airport,Zakynthos,GR,ZTH,37.7509,20.8843,manual_override,destination
ZARAGOZA,Zaragoza Air Base,Zaragoza,ES,ZAZ,41.6662,-1.04155,city_match_single,destination
ZHENGZHOU XINZHENG,Xinzheng Airport,Zhengzhou,CN,CGO,34.5197,113.841,city_match_single,destination
ZURICH,Zurich Airport,Zurich,CH,ZRH,47.4647,8.54917,city_match_single,destination
HEATHROW,London Heathrow Airport,London,GB,LHR,51.47,-0.4543,manual_origin,origin
GATWICK,London Gatwick Airport,London,GB,LGW,51.1481,-0.1903,manual_origin,origin
LUTON,London Luton Airport,London,GB,LTN,51.8747,-0.3683,manual_origin,origin
STANSTED,London Stansted Airport,London,GB,STN,51.886,0.2389,manual_origin,origin
LONDON CITY,London City Airport,London,GB,LCY,51.5053,0.0553,manual_origin,origin
